dialog_act,utterances,split,actor,include?,intent,next steps
requestforobjectlocationandotherdetails,where is plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Could you find knife for me?,train,agent,n,other,
requestforobjectlocationandotherdetails,What is plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find a knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is another mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the apple>,train,agent,n,other,
requestforobjectlocationandotherdetails,Great. Where do I find the mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where's the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where's the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Which cabinet?,train,agent,n,other,
requestforobjectlocationandotherdetails,Cant see that remore,train,agent,n,other,
requestforobjectlocationandotherdetails,remote,train,agent,n,other,
requestforobjectlocationandotherdetails,where is lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,where si the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,"Potato location, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,where is tomatoo,train,agent,n,other,
requestforobjectlocationandotherdetails,where is potato,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the newspapers?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the second newspaper?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is mug plz,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the remote?,train,agent,n,other,
requestforobjectlocationandotherdetails,Okay which table should I place it on?,train,agent,n,other,
requestforobjectlocationandotherdetails,The round table?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the pot,train,agent,n,other,
requestforobjectlocationandotherdetails,for boiling,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the bread,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i get a knife please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find the alarm clock,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a plate>?,train,agent,n,other,
requestforobjectlocationandotherdetails,knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find them,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the potato and the pot or a bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,Search for another bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,Search me a bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find a clean plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you help me find the lettuce and a knife please,train,agent,n,other,
requestforobjectlocationandotherdetails,can you direct me to a plate please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is tyhe mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a knife,train,agent,n,other,
requestforobjectlocationandotherdetails,where is it?,train,agent,n,other,
requestforobjectlocationandotherdetails,Look on the shelf below that table.,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you find me remote?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you help me find it?,train,agent,n,other,
requestforobjectlocationandotherdetails,do you know where the bread is?,train,agent,n,other,
requestforobjectlocationandotherdetails,do you know the knife is?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where the laptop is,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the coffee maker?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are they?,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the Potato,train,agent,n,other,
requestforobjectlocationandotherdetails,Please find it for me.,train,agent,n,other,
requestforobjectlocationandotherdetails,I can not see a plate though. Kindly search for me.,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the potato please,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the mugs?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the cloth?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the tissueboxes?,train,agent,n,other,
requestforobjectlocationandotherdetails,mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the second one,train,agent,n,other,
requestforobjectlocationandotherdetails,Any idea where I might find one?,train,agent,n,other,
requestforobjectlocationandotherdetails,"I see the potato, where is the pot to boil it?",train,agent,n,other,
requestforobjectlocationandotherdetails,"Still looking for pot, see a few frying pans",train,agent,n,other,
requestforobjectlocationandotherdetails,where can i get a knife,train,agent,n,other,
requestforobjectlocationandotherdetails,knife,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the plate,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,can you tap on the mug location,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the table?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,"ok, where is the other?",train,agent,n,other,
requestforobjectlocationandotherdetails,where is the lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the potato please,train,agent,n,other,
requestforobjectlocationandotherdetails,Do you know where I can find one?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the apple,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the apple and knife,train,agent,n,other,
requestforobjectlocationandotherdetails,Lettuce location?,train,agent,n,other,
requestforobjectlocationandotherdetails,Plate location?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is it?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can we get a bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the pillow,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you help me find knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the newspapers?,train,agent,n,other,
requestforobjectlocationandotherdetails,where,train,agent,n,other,
requestforobjectlocationandotherdetails,??,train,agent,n,other,
requestforobjectlocationandotherdetails,where the pot,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the water,train,agent,n,other,
requestforobjectlocationandotherdetails,"where can i find teh potatoes and the knife, please",train,agent,n,other,
requestforobjectlocationandotherdetails,and teh knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find plate for the pototo?,train,agent,n,other,
requestforobjectlocationandotherdetails,where do I find a bowl? in the fridge?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the other cup,train,agent,n,other,
requestforobjectlocationandotherdetails,search the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find more spatulas,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find a knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,cabinet on top or bottom,train,agent,n,other,
requestforobjectlocationandotherdetails,of the microwave,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the potato please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find pens,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the remotes?,train,agent,n,other,
requestforobjectlocationandotherdetails,I can't seem to find a plate in the sink,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,"Where is the tomato, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,??..K,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the tray?,train,agent,n,other,
requestforobjectlocationandotherdetails,Is there another bowl showing in search,train,agent,n,other,
requestforobjectlocationandotherdetails,where is a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the components?,train,agent,n,other,
requestforobjectlocationandotherdetails,no knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where  is the plate please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is plate,train,agent,n,other,
requestforobjectlocationandotherdetails,do you know where a knife is?,train,agent,n,other,
requestforobjectlocationandotherdetails,where could I find a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the mug,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find a clean bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,knife is where,train,agent,n,other,
requestforobjectlocationandotherdetails,where is it,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the plate,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,knife pls,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find a mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the mug please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the lattice,train,agent,n,other,
requestforobjectlocationandotherdetails,ladle?,train,agent,n,other,
requestforobjectlocationandotherdetails,any drawer,train,agent,n,other,
requestforobjectlocationandotherdetails,where is potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,ok wheres the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,pot,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find the potato and knife please?,train,agent,n,other,
requestforobjectlocationandotherdetails,where canI find a clean plate please?,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find bread,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is a bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where?,train,agent,n,other,
requestforobjectlocationandotherdetails,is the bread,train,agent,n,other,
requestforobjectlocationandotherdetails,?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the clothes,train,agent,n,other,
requestforobjectlocationandotherdetails,Commode? Where is it?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is bresd,train,agent,n,other,
requestforobjectlocationandotherdetails,bread is where,train,agent,n,other,
requestforobjectlocationandotherdetails,sorry where are the tomar,train,agent,n,other,
requestforobjectlocationandotherdetails,tomatoes that is,train,agent,n,other,
requestforobjectlocationandotherdetails,where's the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the vessel to cook potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,wher eis the potto,train,agent,n,other,
requestforobjectlocationandotherdetails,potato,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the potato located?,train,agent,n,other,
requestforobjectlocationandotherdetails,Knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the potatoe please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the bowl please,train,agent,n,other,
requestforobjectlocationandotherdetails,Is there another pate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Do you know where the knife is?,train,agent,n,other,
requestforobjectlocationandotherdetails,where?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is remote?,train,agent,n,other,
requestforobjectlocationandotherdetails,"yes sure, where can I find the knife and lettuce?",train,agent,n,other,
requestforobjectlocationandotherdetails,sorry where can i find teh potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the tissue box?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the side table?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the box,train,agent,n,other,
requestforobjectlocationandotherdetails,what else can i do for you?,train,agent,n,other,
requestforobjectlocationandotherdetails,where's it?,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,which is bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,knife??,train,agent,n,other,
requestforobjectlocationandotherdetails,plate??,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the bread,train,agent,n,other,
requestforobjectlocationandotherdetails,I have potato. Where is knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,help find the plate please,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,the bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,I dont see a plate,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the frying pan?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you help me find the lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the clothes please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is lettuce,train,agent,n,other,
requestforobjectlocationandotherdetails,cup??,train,agent,n,other,
requestforobjectlocationandotherdetails,bread,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the potato??,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the plate,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the apple,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,And the knife please?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the tomatoe?,train,agent,n,other,
requestforobjectlocationandotherdetails,ss *tomato.,train,agent,n,other,
requestforobjectlocationandotherdetails,where is another cup?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the pot?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the plate at?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the bread at?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the toaster?,train,agent,n,other,
requestforobjectlocationandotherdetails,where si the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,bread plz,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the other one?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can I rinse it somewhere else?,train,agent,n,other,
requestforobjectlocationandotherdetails,"Where are the spoons, I only see forks and knives.",train,agent,n,other,
requestforobjectlocationandotherdetails,in the drawers?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the lettuce located?,train,agent,n,other,
requestforobjectlocationandotherdetails,I can't seem to find the plate.,train,agent,n,other,
requestforobjectlocationandotherdetails,location>?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I get a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the knife to slice the lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,cup,train,agent,n,other,
requestforobjectlocationandotherdetails,next,train,agent,n,other,
requestforobjectlocationandotherdetails,the knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the plate.,train,agent,n,other,
requestforobjectlocationandotherdetails,where they at,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the remotes?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the second bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,knife not tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the plate ...,train,agent,n,other,
requestforobjectlocationandotherdetails,and where is the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,what are those on the table?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are they?,train,agent,n,other,
requestforobjectlocationandotherdetails,what box do I put them in?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find tomatos?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where would I find a potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the dirty plates?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you help me find them?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the book,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find them?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a tomato and knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the pots?,train,agent,n,other,
requestforobjectlocationandotherdetails,Sorry but I dont know where the microwave is. Can you help?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you find me knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,location of first?,train,agent,n,other,
requestforobjectlocationandotherdetails,knife please,train,agent,n,other,
requestforobjectlocationandotherdetails,lettuce and potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the cabinet?,train,agent,n,other,
requestforobjectlocationandotherdetails,bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,tomato where?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the knife and bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a potato,train,agent,n,other,
requestforobjectlocationandotherdetails,"where exactly, sorry",train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the cups?,train,agent,n,other,
requestforobjectlocationandotherdetails,This plate is too small. Is there another?,train,agent,n,other,
requestforobjectlocationandotherdetails,Certainly.  Can you direct me to one of the remotes?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is another remote?,train,agent,n,other,
requestforobjectlocationandotherdetails,Is there another remote you could direct me to?,train,agent,n,other,
requestforobjectlocationandotherdetails,is this a pot,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the coffee mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,cool where is the mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find coffee mug,train,agent,n,other,
requestforobjectlocationandotherdetails,Where should I start?,train,agent,n,other,
requestforobjectlocationandotherdetails,"Knife location, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,Tomato location?,train,agent,n,other,
requestforobjectlocationandotherdetails,where could I find the lettuce and potato,train,agent,n,other,
requestforobjectlocationandotherdetails,do you see a mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the tomatoes?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the pepper shakers please,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the other sink?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the knife.?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the knife and tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,please find the plate,train,agent,n,other,
requestforobjectlocationandotherdetails,help me get the mug,train,agent,n,other,
requestforobjectlocationandotherdetails,Mug location?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the chair?,train,agent,n,other,
requestforobjectlocationandotherdetails,which coach?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you direct me to the first watch?,train,agent,n,other,
requestforobjectlocationandotherdetails,Second watch?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is knife,train,agent,n,other,
requestforobjectlocationandotherdetails,where is tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the other plates,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the coffee maker?,train,agent,n,other,
requestforobjectlocationandotherdetails,what container?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the third one?,train,agent,n,other,
requestforobjectlocationandotherdetails,Can you guide me?,train,agent,n,other,
requestforobjectlocationandotherdetails,help me out,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find a mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you tell me where the second is?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is plate please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find potato,train,agent,n,other,
requestforobjectlocationandotherdetails,and knife too,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can i find it?,train,agent,n,other,
requestforobjectlocationandotherdetails,please tell me where i can find it,train,agent,n,other,
requestforobjectlocationandotherdetails,the plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,which shelf,train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the tomato please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the lettuce,train,agent,n,other,
requestforobjectlocationandotherdetails,do you know where I can get a clean plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,Could you tell me where the mug is?,train,agent,n,other,
requestforobjectlocationandotherdetails,ok do you know where the potato is?,train,agent,n,other,
requestforobjectlocationandotherdetails,where should I start?,train,agent,n,other,
requestforobjectlocationandotherdetails,are there more?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the other,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find them?,train,agent,n,other,
requestforobjectlocationandotherdetails,is there any more eggs?,train,agent,n,other,
requestforobjectlocationandotherdetails,where  is the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find tomato and knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,3 slices?,train,agent,n,other,
requestforobjectlocationandotherdetails,where's the bowl please?,train,agent,n,other,
requestforobjectlocationandotherdetails,can't find the microwave,train,agent,n,other,
requestforobjectlocationandotherdetails,where's microwave,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find a bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the plates?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is bread,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find knife,train,agent,n,other,
requestforobjectlocationandotherdetails,the pan?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the bread?,train,agent,n,other,
requestforobjectlocationandotherdetails,i also need a plate,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find one?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is a mug?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a pot to fill with water,train,agent,n,other,
requestforobjectlocationandotherdetails,where is a spoon?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the vessel to boil it?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is another bottle please?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the cabinet,train,agent,n,other,
requestforobjectlocationandotherdetails,"The blue machine is the coffee machine, right?",train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find pot,train,agent,n,other,
requestforobjectlocationandotherdetails,where else can i find a plate,train,agent,n,other,
requestforobjectlocationandotherdetails,do we have any large pans?,train,agent,n,other,
requestforobjectlocationandotherdetails,do you see a clean mug anywhere?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where should I look first?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the plate,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are the newspapers?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is there another newspaper,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the poto please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find a bowl?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the cups,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find another cup,train,agent,n,other,
requestforobjectlocationandotherdetails,can you tell me where they are?,train,agent,n,other,
requestforobjectlocationandotherdetails,The one with the salt shaker on it?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the watch?,train,agent,n,other,
requestforobjectlocationandotherdetails,Locate one for me please.,train,agent,n,other,
requestforobjectlocationandotherdetails,Bread please,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,which one,train,agent,n,other,
requestforobjectlocationandotherdetails,lettuce?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,Where are they located?,train,agent,n,other,
requestforobjectlocationandotherdetails,Please find me another plate.,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find a plate?,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the kinfe?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find potatoe,train,agent,n,other,
requestforobjectlocationandotherdetails,where is mug,train,agent,n,other,
requestforobjectlocationandotherdetails,where is clothes,train,agent,n,other,
requestforobjectlocationandotherdetails,where exactly on the shelf,train,agent,n,other,
requestforobjectlocationandotherdetails,help me find the potato,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the cup,train,agent,n,other,
requestforobjectlocationandotherdetails,Where can I find the lettuce,train,agent,n,other,
requestforobjectlocationandotherdetails,or pot?,train,agent,n,other,
requestforobjectlocationandotherdetails,because i see one over by the stove?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find tomatoes,train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the knife,train,agent,n,other,
requestforobjectlocationandotherdetails,where  is the bowl,train,agent,n,other,
requestforobjectlocationandotherdetails,Where is the mug please?,train,agent,n,other,
requestforobjectlocationandotherdetails,I need a knife?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find the potato?,train,agent,n,other,
requestforobjectlocationandotherdetails,can you help me find the tomato?,train,agent,n,other,
requestforobjectlocationandotherdetails,what is?,train,agent,n,other,
requestforobjectlocationandotherdetails,where can I find some cups please?,train,agent,n,other,
requestforobjectlocationandotherdetails,where' potato,train,agent,n,other,
requestforobjectlocationandotherdetails,where's the tomato,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the books,train,agent,n,other,
requestforobjectlocationandotherdetails,"where is the bread and knife, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,"where is the toaster, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,"where is the tomato, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,"where is the plate, please",train,agent,n,other,
requestforobjectlocationandotherdetails,where can i find the forks?,train,agent,n,other,
requestforobjectlocationandotherdetails,"Where can I find the small objects, please?",train,agent,n,other,
requestforobjectlocationandotherdetails,wheres the water can,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the plant,train,agent,n,other,
requestforobjectlocationandotherdetails,which side,train,agent,n,other,
requestforobjectlocationandotherdetails,where is white bin?,train,agent,n,other,
requestforobjectlocationandotherdetails,where is the container,train,agent,n,other,
requestforobjectlocationandotherdetails,what is in the corner?,train,agent,n,other,
requestforobjectlocationandotherdetails,are there any pots?,train,agent,n,other,
requestforobjectlocationandotherdetails,where are the bowls,train,agent,n,other,
