dialog_act,utterances,split,actor
informationonobjectdetails,theres a potato in the microwave,train,User
informationonobjectdetails,There should be one in the fridge,train,User
informationonobjectdetails,"and there is a pot on the stove already,",train,User
informationonobjectdetails,The one under the counter with the bread on it next to the sink,train,User
informationonobjectdetails,Right side,train,User
informationonobjectdetails,Tomato is on the round table,train,User
informationonobjectdetails,Bowl is on the round table,train,User
informationonobjectdetails,check in the sink under the sink,train,User
informationonobjectdetails,cabinet thats,train,User
informationonobjectdetails,that one,train,User
informationonobjectdetails,the middle of the island,train,User
informationonobjectdetails,lettuce is by the sink,train,User
informationonobjectdetails,knife is in the fidge,train,User
informationonobjectdetails,it is on the island oppositethe stove,train,User
informationonobjectdetails,which is in the right  unite above the sink,train,User
informationonobjectdetails,your front,train,User
informationonobjectdetails,check on the counter chairs,train,User
informationonobjectdetails,open the cabinet on the right above the microwave,train,User
informationonobjectdetails,where the toasted bread slice is,train,User
informationonobjectdetails,open the black cabinet,train,User
informationonobjectdetails,from my end I actually see the microwave lol.,train,User
informationonobjectdetails,the bowl is on a stool at the counter,train,User
informationonobjectdetails,The bowl is on the other side of the counter,train,User
informationonobjectdetails,"The bowl is on the other side of the counter, on a stool",train,User
informationonobjectdetails,sitting beside a cup,train,User
informationonobjectdetails,There is one in the sink,train,User
informationonobjectdetails,And a clean plate is on the island,train,User
informationonobjectdetails,next to laptop,train,User
informationonobjectdetails,You can find the lettuce in the microwave,train,User
informationonobjectdetails,The potato is also in the microwave,train,User
informationonobjectdetails,you can find the plate next to the stove on the other counter,train,User
informationonobjectdetails,I'm sorry I should have said on the counter to the left of the stove.,train,User
informationonobjectdetails,there is one on the counter to the right of the microwave.,train,User
informationonobjectdetails,The second plate is in the corner of the counter to the left of the stove,train,User
informationonobjectdetails,bread on the chair,train,User
informationonobjectdetails,use plate on the stand behind the counter,train,User
informationonobjectdetails,tomato on the table,train,User
informationonobjectdetails,Mug is in the bin to the right of the  fridge,train,User
informationonobjectdetails,Potato is in the cabinet above the microwave,train,User
informationonobjectdetails,The upper left cabinet,train,User
informationonobjectdetails,One more to the left,train,User
informationonobjectdetails,top cabinet left of sink,train,User
informationonobjectdetails,There is some bread next to the stove,train,User
informationonobjectdetails,and a knife in the sink,train,User
informationonobjectdetails,there is a plate on the table,train,User
informationonobjectdetails,bread is on the right cabinet that is on top of the sink,train,User
informationonobjectdetails,knife is in the drawer on the left ubnder the microwave,train,User
informationonobjectdetails,plate is on the right of the sink,train,User
informationonobjectdetails,mug is on the coffee maker,train,User
informationonobjectdetails,lettuce is inside the microwoven,train,User
informationonobjectdetails,tomato is in the drawer where you put the lettuce,train,User
informationonobjectdetails,leftside lower draw,train,User
informationonobjectdetails,beside the fridge black color basket,train,User
informationonobjectdetails,tomato is on the stove,train,User
informationonobjectdetails,that is on the table,train,User
informationonobjectdetails,on the chair close to the fridge,train,User
informationonobjectdetails,rinse another glass that is close to the toaster,train,User
informationonobjectdetails,The bread is beside the sink,train,User
informationonobjectdetails,Knoife is in the fridge,train,User
informationonobjectdetails,the bread is next to the coffee maker,train,User
informationonobjectdetails,there is a knife on the chair next to the table,train,User
informationonobjectdetails,There is a dirty one on the bookshelf,train,User
informationonobjectdetails,The lettuce is on the table.,train,User
informationonobjectdetails,It is next to the sink.,train,User
informationonobjectdetails,knife is beside the sink,train,User
informationonobjectdetails,tomato is inside the cupboard at the top of the coffee maker,train,User
informationonobjectdetails,The bowl is beside the gas cooker,train,User
informationonobjectdetails,under island,train,User
informationonobjectdetails,The lettuce is to the right of the sink,train,User
informationonobjectdetails,The knife is inside the microwave,train,User
informationonobjectdetails,There is also a tomato inn the sink.,train,User
informationonobjectdetails,next to teapot,train,User
informationonobjectdetails,find remote by the tv,train,User
informationonobjectdetails,get anther remote by the tv,train,User
informationonobjectdetails,close to tv,train,User
informationonobjectdetails,lettuce is on the shelf next to the fridge.,train,User
informationonobjectdetails,the potato is on the table next to the window,train,User
informationonobjectdetails,the clean plate is on the lower shelf by the fridge,train,User
informationonobjectdetails,Under the left sink,train,User
informationonobjectdetails,potatoe next to the fridge,train,User
informationonobjectdetails,by the tea maker,train,User
informationonobjectdetails,then turn around to the middle island i think i seen a smaller pot over there,train,User
informationonobjectdetails,if not check the fridge,train,User
informationonobjectdetails,the plate is next to the toaster,train,User
informationonobjectdetails,It is inside of the microwave,train,User
informationonobjectdetails,The tomato is to the right of the brown shelf,train,User
informationonobjectdetails,The knife is inside the fridge,train,User
informationonobjectdetails,The plate is at the center compartment of the brown shelf,train,User
informationonobjectdetails,there is one on the left side of the sink,train,User
informationonobjectdetails,in your hand,train,User
informationonobjectdetails,maybe one in trash can will work,train,User
informationonobjectdetails,check the fridge,train,User
informationonobjectdetails,on the second shelf of the white table,train,User
informationonobjectdetails,while the knife is inn the cabinet(below the kettle),train,User
informationonobjectdetails,"on the black ""drawer""",train,User
informationonobjectdetails,one is on the table pot,train,User
informationonobjectdetails,One more bowl is in fridge,train,User
informationonobjectdetails,one is to the left side of the toaster,train,User
informationonobjectdetails,not in the drawer but cabinet,train,User
informationonobjectdetails,The bread and knife should be next to the sink,train,User
informationonobjectdetails,the lettuce is on the counter,train,User
informationonobjectdetails,there should be one on a chair,train,User
informationonobjectdetails,Cups are by the stove,train,Agent
informationonobjectdetails,place beside the lettuce,train,User
informationonobjectdetails,There is a potato in the sink,train,User
informationonobjectdetails,There is a knife in the lower cabinet to the left of the stove,train,User
informationonobjectdetails,Go next to the fridge,train,User
informationonobjectdetails,the mug is in the green bin on the florr,train,User
informationonobjectdetails,The coffee maker is next to the sink,train,User
informationonobjectdetails,There is a mug in the fridge,train,User
informationonobjectdetails,The coffee machine is on the table,train,User
informationonobjectdetails,one is on the corner table,train,User
informationonobjectdetails,another one is on the red chair,train,User
informationonobjectdetails,near the tv,train,User
informationonobjectdetails,one in the dustbin,train,User
informationonobjectdetails,there is a cup in a fridge,train,User
informationonobjectdetails,there is a final cup also in the fridge,train,User
informationonobjectdetails,on the top shelf,train,User
informationonobjectdetails,one mug is in the coffee maker,train,User
informationonobjectdetails,another is inside the oven,train,User
informationonobjectdetails,first on is on the green chair,train,User
informationonobjectdetails,left to the green chair there is a white side table  with a lampa shade,train,User
informationonobjectdetails,the cabinet below the toaster,train,User
informationonobjectdetails,its indicating the same place....,train,User
informationonobjectdetails,its in the lower cabinet to the right of the sink,train,User
informationonobjectdetails,in a cabinet next to sofa,train,User
informationonobjectdetails,under the table,train,User
informationonobjectdetails,check under,train,User
informationonobjectdetails,You are actually at the right spot,train,User
informationonobjectdetails,the other one should be at the side table next to the sofa,train,User
informationonobjectdetails,right where you are standing there is a side table stand,train,User
informationonobjectdetails,the table with the statue,train,User
informationonobjectdetails,to you lrft,train,User
informationonobjectdetails,there is a sofa with a purple pillow,train,User
informationonobjectdetails,check under the side table next to the sofa with the purple pillow,train,User
informationonobjectdetails,it should be there,train,User
informationonobjectdetails,it is on the white t able,train,User
informationonobjectdetails,knife is also there,train,User
informationonobjectdetails,"a plate is on the chair by the same table,",train,User
informationonobjectdetails,should be in the fridge,train,User
informationonobjectdetails,mug to left of stove,train,User
informationonobjectdetails,plate and bread in fridge,train,User
informationonobjectdetails,it is in the sink,train,User
informationonobjectdetails,knife is on the left side to the oven,train,User
informationonobjectdetails,potato is inside the wash basin,train,User
informationonobjectdetails,potato is inside wash basin,train,User
informationonobjectdetails,left side basin,train,User
informationonobjectdetails,plate beside the oven,train,User
informationonobjectdetails,knife is in microwave.,train,User
informationonobjectdetails,in the pan,train,User
informationonobjectdetails,it is next to the sink,train,User
informationonobjectdetails,You can begin with the one in the microwave,train,User
informationonobjectdetails,on the shelf right there,train,User
informationonobjectdetails,There is a table across from the refrigerator,train,User
informationonobjectdetails,Check the refrigerator,train,User
informationonobjectdetails,Check the counter next to the stove,train,User
informationonobjectdetails,No it is a cup in front of the plant on the counter,train,User
informationonobjectdetails,The next cup is in the refrigerator next to the blue bottle,train,User
informationonobjectdetails,on the coffee maker,train,User
informationonobjectdetails,bread on the dinning chair,train,User
informationonobjectdetails,the plate isin the cabinet below the sink,train,User
informationonobjectdetails,they are on the sofa,train,User
informationonobjectdetails,the other 2 are on same sofa itself,train,User
informationonobjectdetails,small ones,train,User
informationonobjectdetails,tiny,train,User
informationonobjectdetails,There is also one on the small table,train,User
informationonobjectdetails,Opposite the fridge,train,User
informationonobjectdetails,And the last one should be in the fridge,train,User
informationonobjectdetails,thres a fork in the fridge,train,User
informationonobjectdetails,and the other is in the microwave,train,User
informationonobjectdetails,microwave is at left to fridge,train,User
informationonobjectdetails,there is a clean plate next to fridge on the table,train,User
informationonobjectdetails,Knife is in fridge,train,User
informationonobjectdetails,refrigerator is left of stove,train,User
informationonobjectdetails,check under the sink,train,User
informationonobjectdetails,okay I think the bread is nder the table,train,User
informationonobjectdetails,there is a shelf under the table,train,User
informationonobjectdetails,there is a toaster on the counter,train,User
informationonobjectdetails,the spatula is currently in the fridge,train,User
informationonobjectdetails,this is on the trolley next to the tomato,train,User
informationonobjectdetails,There are 2 remotes,train,User
informationonobjectdetails,One is on coffee table,train,User
informationonobjectdetails,Actually it looks like they are both on the coffee table - one on top and one on bottom,train,User
informationonobjectdetails,the small one,train,User
informationonobjectdetails,with the red card on it,train,User
informationonobjectdetails,under the laptop cabinet,train,User
informationonobjectdetails,left to  bed lamp,train,User
informationonobjectdetails,Potato is on the back table behind the lettuce and bread,train,User
informationonobjectdetails,That's it.,train,User
informationonobjectdetails,plate is next to toaster.,train,User
informationonobjectdetails,tomato is on the stool,train,User
informationonobjectdetails,plate is in the bottom cabinet right next to 2nd stool,train,User
informationonobjectdetails,the stool where you found the knife.,train,User
informationonobjectdetails,next to stool,train,User
informationonobjectdetails,pot is at the your left edge cross section,train,User
informationonobjectdetails,Behind coffee maker,train,User
informationonobjectdetails,There is a clean one on the white table,train,User
informationonobjectdetails,by window,train,User
informationonobjectdetails,the potato is in the microoven,train,User
informationonobjectdetails,pot is left of the fridge,train,User
informationonobjectdetails,behind,train,User
informationonobjectdetails,bread is on the table,train,User
informationonobjectdetails,"plate is on the table, right side of basin",train,User
informationonobjectdetails,black table,train,User
informationonobjectdetails,thats the only plate available on the table to place the slices,train,User
informationonobjectdetails,one pot under island,train,User
informationonobjectdetails,There is one more under the island. on the far end,train,User
informationonobjectdetails,Near the door out of the kitchen turn around and under the island on that end,train,User
informationonobjectdetails,check the bin left of stove,train,User
informationonobjectdetails,one is next to the stove,train,User
informationonobjectdetails,there is a knife on the left side of the sink,train,User
informationonobjectdetails,lettuce is in the cupboard under the sink,train,User
informationonobjectdetails,the tomato is in a pot on the stove,train,User
informationonobjectdetails,there is a potato in the mirowave,train,User
informationonobjectdetails,there should be a knife right in the cupboard right of the microwave,train,User
informationonobjectdetails,Lettuce is in the fridge,train,User
informationonobjectdetails,"Letttuce is in the fridgeNext, slicea   tomato",train,User
informationonobjectdetails,There's a tomato in the sink,train,User
informationonobjectdetails,Plate is on the central table,train,User
informationonobjectdetails,bread is next to stove,train,User
informationonobjectdetails,knife is under the toaster cabinet,train,User
informationonobjectdetails,plate is under the toasted slices cabinet,train,User
informationonobjectdetails,it at the coffee maker,train,User
informationonobjectdetails,in th e cabinet next to the lettuce,train,User
informationonobjectdetails,the bottom one,train,User
informationonobjectdetails,behind the chair,train,User
informationonobjectdetails,that looks to be in the fridge,train,User
informationonobjectdetails,mug is on the stool next to dinning table,train,User
informationonobjectdetails,bread is in the green dustbin. next to stool,train,User
informationonobjectdetails,lettuce is in lower cabinet under the coffee maker,train,User
informationonobjectdetails,"there is a plate on the dinning table,",train,User
informationonobjectdetails,bread is left side of stove,train,User
informationonobjectdetails,knife is in wash basin,train,User
informationonobjectdetails,plate is on white table,train,User
informationonobjectdetails,between the sinks,train,User
informationonobjectdetails,and a second on the edge of the table,train,User
informationonobjectdetails,there's a knife next to it,train,User
informationonobjectdetails,check under the sink please,train,User
informationonobjectdetails,Potato is on shelf beside  fridge,train,User
informationonobjectdetails,The plate where potato is there.,train,User
informationonobjectdetails,in front of toaster,train,User
informationonobjectdetails,the first one is on the box on the white table,train,User
informationonobjectdetails,try going upwards,train,User
informationonobjectdetails,the las one is o the table as well,train,User
informationonobjectdetails,lettuce is next to the coffee maker,train,User
informationonobjectdetails,plate in the cabinet,train,User
informationonobjectdetails,the cabinet next to the microwave,train,User
informationonobjectdetails,far right,train,User
informationonobjectdetails,the last cabinet,train,User
informationonobjectdetails,upper cabinet,train,User
informationonobjectdetails,the plate in in the cabinet,train,User
informationonobjectdetails,where i told you,train,User
informationonobjectdetails,nug is on the chair,train,User
informationonobjectdetails,mug,train,User
informationonobjectdetails,theres a knife next to the sink,train,User
informationonobjectdetails,The tomato is on the round table,train,User
informationonobjectdetails,There is a knife on that table too,train,User
informationonobjectdetails,one is in the trash,train,User
informationonobjectdetails,the other one is in the trash,train,User
informationonobjectdetails,the bowl is on the table,train,User
informationonobjectdetails,The knife is in the cabinet above the coffee maker,train,User
informationonobjectdetails,sorry the bowl is next to the coffee maker,train,User
informationonobjectdetails,bread next to wash basin,train,User
informationonobjectdetails,knife is in the cabinet below bread,train,User
informationonobjectdetails,tomato is under the toasted,train,User
informationonobjectdetails,knife is in the sinkl,train,User
informationonobjectdetails,left side to you,train,User
informationonobjectdetails,It is in the chair at the table.,train,User
informationonobjectdetails,please place it in the coffee pot on the table.,train,User
informationonobjectdetails,there's one by the toaster,train,User
informationonobjectdetails,get dish from microwave,train,User
informationonobjectdetails,okay another one in cabinet over brown block to right of sink,train,User
informationonobjectdetails,next cabinet to right,train,User
informationonobjectdetails,lets search in the drawers,train,User
informationonobjectdetails,The knife is on the table as well.,train,User
informationonobjectdetails,Yes. Thant knife will work.,train,User
informationonobjectdetails,The knife is on the back side of the table.,train,User
informationonobjectdetails,Next to the salt shaker.,train,User
informationonobjectdetails,The plate is on the counter to the right of the coffee maker.,train,User
informationonobjectdetails,The coffee maker is to the right of the sink.,train,User
informationonobjectdetails,potato is in fridge,train,User
informationonobjectdetails,knife is beside sink,train,User
informationonobjectdetails,plate is near potato,train,User
informationonobjectdetails,start with the one by the stove,train,User
informationonobjectdetails,the next one is in the fridge,train,User
informationonobjectdetails,It is located in the corner across from the sink,train,User
informationonobjectdetails,in the bathtub,train,User
informationonobjectdetails,that's on the table.,train,User
informationonobjectdetails,check on the couch,train,User
informationonobjectdetails,is where you can find the bowl,train,User
informationonobjectdetails,3 remotes,train,User
informationonobjectdetails,One is on the couch,train,User
informationonobjectdetails,Two are on the couch,train,User
informationonobjectdetails,The last one is in the cupboard,train,User
informationonobjectdetails,Beside where the gold statue is,train,User
informationonobjectdetails,No there,train,User
informationonobjectdetails,Gold statue Behind the couch,train,User
informationonobjectdetails,to the left of the statue,train,User
informationonobjectdetails,there is a knife on the table,train,User
informationonobjectdetails,bread is above the fridge,train,User
informationonobjectdetails,in the righthand cabinet,train,User
informationonobjectdetails,and also in the left one,train,User
informationonobjectdetails,those are the only 2 loaves of bread i can see,train,User
informationonobjectdetails,by the fridge,train,User
informationonobjectdetails,there are several,train,User
informationonobjectdetails,any will do,train,User
informationonobjectdetails,the roaster is to your left,train,User
informationonobjectdetails,there is a plate by the sink,train,User
informationonobjectdetails,it points to the bathtub,train,User
informationonobjectdetails,There is a knife on one of the chairs,train,User
informationonobjectdetails,The chair with the soap dispenser,train,User
informationonobjectdetails,The one furthest from you,train,User
informationonobjectdetails,Do you see it?,train,User
informationonobjectdetails,The loaf of bread is on the shelf under the table,train,User
informationonobjectdetails,There is a plate in the fridge to serve the slice on,train,User
informationonobjectdetails,The mug is in the coffee maker.,train,User
informationonobjectdetails,inthe lattice is in the sink,train,User
informationonobjectdetails,its is on the left of the stove,train,User
informationonobjectdetails,the plate is in the fridge,train,User
informationonobjectdetails,The mug is on the table with the plant. It is next to a bowl of water.,train,User
informationonobjectdetails,they are in the wardobe left of the bed,train,User
informationonobjectdetails,the other 2 are on the chairs behind you,train,User
informationonobjectdetails,There is a mug in the bin,train,User
informationonobjectdetails,The mug is on the counter by the stove,train,User
informationonobjectdetails,One watch is on table,train,User
informationonobjectdetails,Watch is on plate,train,User
informationonobjectdetails,One more on the same place,train,User
informationonobjectdetails,The bread is on the countgertop.,train,User
informationonobjectdetails,Countertop*,train,User
informationonobjectdetails,The toaster is to the left of the sink.,train,User
informationonobjectdetails,There is a place just next to where the bread is.,train,User
informationonobjectdetails,There is a plate*,train,User
informationonobjectdetails,the lettuce is in the cabinet above and to the right of the stove top,train,User
informationonobjectdetails,and the knife is in the sink,train,User
informationonobjectdetails,its tucked right up by the edge,train,User
informationonobjectdetails,There is lettuce in the drawer to the left of the stove.,train,User
informationonobjectdetails,look in the fridge,train,User
informationonobjectdetails,"if it's not there, at least there should be a knife there",train,User
informationonobjectdetails,There is a potato on the chair.,train,User
informationonobjectdetails,ther e is a plate on the table,train,User
informationonobjectdetails,There is a potato on the table,train,User
informationonobjectdetails,Between the colannders,train,User
informationonobjectdetails,The salt shaker is on top of the plate.,train,User
informationonobjectdetails,the egg is on a plate by the sink left hand,train,User
informationonobjectdetails,potato is in the cabinet under the microwave,train,User
informationonobjectdetails,in the coffee maker,train,User
informationonobjectdetails,One is in the cabinet above microwave.,train,User
informationonobjectdetails,The other one is to the right of the sink.,train,User
informationonobjectdetails,and another on the chair at the head of the table,train,User
informationonobjectdetails,objects which are in cubboard,train,User
informationonobjectdetails,u will find small objects,train,User
informationonobjectdetails,left to the painted art,train,User
informationonobjectdetails,down side,train,User
informationonobjectdetails,it is in open,train,User
informationonobjectdetails,knife on table next to fridge,train,User
informationonobjectdetails,I think there's a knife on the chair by the table,train,User
informationonobjectdetails,okay there is some lettuce in the fridge,train,User
informationonobjectdetails,At lteat I think this is the fridge,train,User
informationonobjectdetails,It's on the table on the other side of the counter,train,User
informationonobjectdetails,please look on the other side of the counter,train,User
informationonobjectdetails,There are two small tables,train,User
informationonobjectdetails,which is next to the sink,train,User
informationonobjectdetails,cup is the the right unit under the sink,train,User
informationonobjectdetails,i think the only plate is the one you have,train,User
informationonobjectdetails,they are in the fridge,train,User
informationonobjectdetails,check in the shelf next to the fridge,train,User
informationonobjectdetails,in the cabinet i have a better view now,train,User
informationonobjectdetails,above the coffe maker,train,User
informationonobjectdetails,check for another apple in the microwave,train,User
informationonobjectdetails,near the fridge,train,User
informationonobjectdetails,one in the cabinet above the coffee machine,train,User
informationonobjectdetails,other bowl is already in sink,train,User
informationonobjectdetails,a potato is in the cabinet on top of the oven,train,User
informationonobjectdetails,"and a knife is in the central counter, on the bottom shelf",train,User
informationonobjectdetails,there is a knife on the sink too,train,User
informationonobjectdetails,there is one in the cabinet on top of the microwave,train,User
informationonobjectdetails,potato is on the middle table,train,User
informationonobjectdetails,behind bread,train,User
informationonobjectdetails,in the black bin next to the fridge,train,User
informationonobjectdetails,make 2 slices of potato,train,User
informationonobjectdetails,next to the sliced lettuce,train,User
informationonobjectdetails,Mug is in bin between sink and fridge,train,User
informationonobjectdetails,Knife is on table left to you,train,User
informationonobjectdetails,potato is near sink,train,User
informationonobjectdetails,there is another one in recyle bin (blue),train,User
informationonobjectdetails,there might be another plate in the microwave,train,User
informationonobjectdetails,The pan is on the stove.,train,User
informationonobjectdetails,second one is in the cabinet above the sink,train,User
informationonobjectdetails,right side cabinet,train,User
informationonobjectdetails,above the sik,train,User
informationonobjectdetails,sik,train,User
informationonobjectdetails,the last one is on the tsmall table,train,User
informationonobjectdetails,behind the orange cup,train,User
informationonobjectdetails,lettuce back of table,train,User
informationonobjectdetails,plate is on end past toaster,train,User
informationonobjectdetails,in cabinet above fridge,train,User
informationonobjectdetails,try the table with the bread on it,train,User
informationonobjectdetails,two are on the small table,train,User
informationonobjectdetails,and one should be on the smaller trolley beside that table,train,User
informationonobjectdetails,at the back on the top,train,User
informationonobjectdetails,one is on teh desk,train,User
informationonobjectdetails,one is on the side table by the mirror,train,User
confirm,do you see it?,train,User
confirm,could it be in a cabinet?,train,Agent
confirm,"Does not pour coffee, did it complete?",train,Agent
confirm,"Apple is sliced, should I put it on a plate?",train,Agent
confirm,done?,train,Agent
confirm,have you tried to refresh your page?,train,Agent
confirm,was that all,train,Agent
confirm,you cleaned all the pots?,train,User
confirm,Is that okay?,train,Agent
confirm,is that everything,train,Agent
confirm,on a plate or ?,train,Agent
confirm,another slice in another bowl?,train,Agent
confirm,should I wash the mug,train,Agent
confirm,is that the correct knife,train,Agent
confirm,should return this slice and go slice the other bread on the island?,train,Agent
confirm,a smaller slice?,train,User
confirm,did it work?,train,Agent
confirm,hm did you put the coffee there as well?,train,User
confirm,How s that?,train,Agent
confirm,apple done?,train,Agent
confirm,is the clean plate checked?,train,Agent
confirm,should I place them on this side table?,train,Agent
confirm,on the coffee table in front of me?,train,Agent
confirm,all set?,train,Agent
confirm,is that all of them?,train,Agent
confirm,i think it's clean?,train,Agent
confirm,Is this a potato?,train,Agent
confirm,do I have to slice the tomatoes also,train,Agent
confirm,in the tub?,train,Agent
confirm,Are they on chair or table,train,User
confirm,there?,train,Agent
confirm,Hows that?,train,Agent
confirm,should I cook the cook the potato already in the microwave,train,Agent
confirm,"you want me to put it in the bath tub, right?",train,Agent
confirm,All 6 slices?,train,Agent
confirm,is it clean now/,train,Agent
confirm,?,train,Agent
confirm,Was the bowl not clean?,train,User
confirm,do you mean put all the dirty clothing in the sink?,train,Agent
confirm,was that all of them,train,Agent
confirm,Is it done?,train,Agent
confirm,Another one?,train,Agent
confirm,Done?,train,Agent
confirm,Do I need to take the other tomato too?,train,Agent
confirm,Still not working?,train,User
confirm,You washed the bowl right?,train,User
confirm,Is there water in the bowl?,train,User
confirm,Will the bread fit now?,train,User
confirm,Have you rinsed that plate?,train,User
confirm,is there something you can open?,train,User
confirm,good?,train,Agent
confirm,in the oven or where,train,Agent
confirm,can u see what i am doing,train,Agent
confirm,"it's dirty, can i still use it?",train,Agent
confirm,is taht all?,train,Agent
confirm,How's that?,train,Agent
confirm,did that work,train,Agent
confirm,is cleaned?,train,User
confirm,is there a drawer?,train,User
confirm,under the microwave next to the table?,train,User
confirm,so that drawer doesn't open?,train,User
confirm,Just bread or something else?,train,Agent
confirm,That works?,train,Agent
confirm,wor?,train,Agent
confirm,was that everything,train,Agent
confirm,thats it,train,User
confirm,we did that.,train,User
confirm,place toasts on plate or what,train,Agent
confirm,one piece of tomato only,train,Agent
confirm,I have to wash the plate right?,train,Agent
confirm,do you need me to find the clean mug?,train,User
confirm,Oh is that not a plate?,train,Agent
confirm,They look the same?,train,Agent
confirm,is it rinsed?,train,Agent
confirm,is there a cup?,train,Agent
confirm,do you have it,train,User
confirm,are you done placing all sandwich components on the plate,train,User
confirm,Am I done?,train,Agent
confirm,are you there?,train,User
confirm,Shall I wash the knife first?,train,Agent
confirm,is it done,train,Agent
confirm,"No pressure, right?",train,Agent
confirm,Do I boil teh potatoes in the pan with water?,train,Agent
confirm,Should I empty it>,train,Agent
confirm,backside of tv?,train,User
confirm,keychain or card?,train,User
confirm,Do you see the potato there on the table?,train,User
confirm,Should I try a different bowl?,train,Agent
confirm,is there a smaller slice you could try use?,train,User
confirm,is that better,train,Agent
confirm,is that all of them,train,Agent
confirm,Is one of them the cloth that is hanging on the bar to the right?,train,Agent
confirm,the bowl is dirty. should i wash it?,train,Agent
confirm,Did it clear?,train,Agent
confirm,that one?,train,Agent
confirm,ok?,train,User
confirm,You still there?,train,User
confirm,is it complete?,train,Agent
confirm,Can you see a plate?,train,User
confirm,Would you like your task?,train,User
confirm,Are you able to operate the robot?,train,User
confirm,Can you pick up the book?,train,User
confirm,Are you able to move the robot?,train,User
confirm,Shall we begin,train,User
confirm,Are you ok?,train,User
confirm,should I cook all sliced potatoes?,train,Agent
confirm,can I use the bowl on the counter?,train,Agent
confirm,should I not use this plate?,train,Agent
confirm,"anything other than bread, tomato, and lettuce?",train,Agent
confirm,does it need to be cooked?,train,Agent
confirm,this,train,Agent
confirm,How,train,User
confirm,"The potatoes, lettuce, and tomato?",train,Agent
confirm,will this drawer be okay?,train,Agent
confirm,Did that work?,train,Agent
confirm,Are you still there?,train,Agent
confirm,just one,train,Agent
confirm,is this the right one?,train,Agent
confirm,should I place it inside what cabinet?,train,Agent
confirm,cook?,train,Agent
confirm,clean plate?,train,Agent
confirm,better?,train,Agent
confirm,is that it?,train,Agent
confirm,Do you need further assistance?,train,User
confirm,Do you know how to pick up an item?,train,User
confirm,Can I help you?,train,User
confirm,was that everything?,train,Agent
confirm,is the task complete,train,Agent
confirm,Do you see the knife now?,train,User
confirm,is that good?,train,Agent
confirm,is it okay if i use butter knife?,train,Agent
confirm,Have you found the one that is in the box on the couch?,train,User
confirm,Okay?,train,Agent
confirm,did that work ok?,train,Agent
confirm,it is done,train,User
confirm,how many apples am i putting away for you?,train,Agent
confirm,was tha everything,train,Agent
confirm,Is there water in the pot?,train,User
confirm,The one on the stove?,train,Agent
confirm,did you put them in a cabinet,train,User
confirm,Do I need to put the plate on the table or anything?,train,Agent
confirm,Do you see the plates?,train,User
confirm,is it done?,train,Agent
confirm,is it the pillow?,train,Agent
confirm,which counter top would you like me to place these on?,train,Agent
confirm,only one?,train,Agent
confirm,sliceD?,train,Agent
confirm,is that okay?,train,Agent
confirm,did that work?,train,Agent
confirm,do you want me to cook the potato?,train,Agent
confirm,is this alright?,train,Agent
confirm,should I cook or boil it?,train,Agent
confirm,is it done now?,train,Agent
confirm,is bowl task completed?,train,Agent
confirm,do you mean the dining chairs?,train,Agent
confirm,Is that correct?,train,Agent
confirm,"there is a clean one, do i need to clean the other one",train,Agent
confirm,can you see the pot am talking about,train,User
confirm,How is that?,train,Agent
confirm,where would you like me to put them,train,Agent
confirm,another tomato?,train,Agent
confirm,so 2 slices of cooked potato?,train,Agent
confirm,is the potato sliced?,train,User
confirm,Do you see the cup?,train,User
confirm,just these three?,train,Agent
confirm,All done?,train,Agent
confirm,Is there no bowl in the cabinet directly beneath the tomato and to the immediate right of the dishwasher?,train,User
confirm,do you see the coffee maker?,train,User
confirm,under it?,train,Agent
confirm,what are you telling me to look for? a plate?,train,Agent
confirm,coffee?,train,Agent
confirm,toast the bread?,train,Agent
confirm,Are you still here with me?,train,Agent
confirm,How is that,train,Agent
confirm,does the red container hold water?,train,User
confirm,Do you mean Tomatoes?,train,Agent
confirm,"sorry, i dont think it would let me remove bread?",train,Agent
confirm,did you get the one in the fridge?,train,User
confirm,is tomato on the plate?,train,User
confirm,Did that work,train,Agent
confirm,are you able to place it on a chair?,train,User
confirm,slice?,train,Agent
confirm,bigger bowl? or pot?,train,Agent
confirm,do i slice it now?,train,Agent
confirm,that is all I needed,train,User
confirm,was that all?,train,Agent
confirm,are there any more?,train,Agent
confirm,Are you unable to clean the plate?,train,User
confirm,now>,train,Agent
confirm,now?,train,Agent
confirm,is that all?,train,Agent
confirm,is this done?,train,Agent
confirm,task complete?,train,Agent
confirm,are we done?,train,Agent
confirm,Is this done?,train,Agent
confirm,finish task plz,train,Agent
confirm,What are you doing?,train,User
confirm,black pan?,train,Agent
confirm,am I holding it?,train,Agent
confirm,does that do,train,Agent
confirm,Should I assemble a salad on the plate?,train,Agent
confirm,Do I  need to toast the bread slices?,train,Agent
confirm,everything ok?,train,User
confirm,Is that all?,train,Agent
confirm,is that all for now?,train,Agent
confirm,is that ok?,train,Agent
confirm,anyone there,train,Agent
confirm,do we need a bowl?,train,Agent
confirm,should i cook it for you?,train,Agent
confirm,put it on the plate?,train,Agent
confirm,same plate or??,train,Agent
confirm,Can you get it?,train,User
confirm,any mug,train,Agent
confirm,do you want them on a plate?,train,Agent
confirm,task completed?,train,Agent
confirm,would you like me to slice it?,train,Agent
confirm,in the pan?,train,Agent
confirm,what are you doingo?,train,User
confirm,plate,train,Agent
confirm,Do I need to wash first?,train,Agent
